payment_id,booking_id,route_key,airline_key,payment_method,amount,is_amount_imputed
PAY1536,B1767,10,1,UPI,4465.09,False
PAY1537,B1011,17,1,CARD,2115.18,False
PAY1538,B1891,26,4,UPI,1978.49,False
PAY1539,B1990,24,3,NETBANKING,9960.43,False
PAY1540,B1589,28,4,UPI,14149.64,False
PAY1541,B1434,2,1,UPI,1027.05,False
PAY1542,B1683,6,1,NETBANKING,11160.79,False
PAY1543,B1607,7,1,CARD,10198.91,False
PAY1544,B1817,4,2,NETBANKING,11252.26,False
PAY1545,B1372,8,3,CARD,5975.68,False
PAY1546,B1272,26,1,UPI,12486.95,False
PAY1547,B1930,27,4,CARD,1625.9,False
PAY1548,B1896,25,1,CARD,8027.12,True
PAY1549,B1924,20,3,CARD,4739.01,False
PAY1550,B1690,6,3,UPI,7675.73,False
PAY1551,B1575,12,1,CARD,12516.91,False
PAY1552,B1508,24,1,CARD,4799.03,False
PAY1553,B1131,3,2,UPI,3592.91,False
PAY1554,B1854,2,3,NETBANKING,10538.38,False
PAY1555,B1923,13,4,NETBANKING,8467.53,False
PAY1556,B1783,9,2,NETBANKING,8201.65,False
PAY1557,B1318,24,3,UPI,4594.77,False
PAY1558,B1843,10,3,UPI,1488.32,False
PAY1559,B1948,29,3,NETBANKING,6743.77,False
PAY1560,B1852,27,2,CARD,2491.83,False
PAY1561,B1620,12,1,NETBANKING,13683.85,False
PAY1562,B1784,17,4,UPI,1577.5,False
PAY1563,B1167,2,3,CARD,7043.11,False
PAY1564,B1396,23,1,CARD,1731.44,False
PAY1565,B1179,4,3,UPI,2337.61,False
PAY1566,B1057,17,3,CARD,10224.13,False
PAY1567,B1479,2,4,NETBANKING,10059.56,False
PAY1568,B1932,13,1,UPI,8027.12,True
PAY1569,B1590,12,4,UPI,1015.84,False
PAY1570,B1459,17,3,UPI,2103.45,False
PAY1571,B1060,19,2,UPI,11681.98,False
PAY1572,B1368,4,4,CARD,9184.07,False
PAY1573,B1120,28,3,UPI,1533.66,False
PAY1574,B1718,6,4,UPI,7833.36,False
PAY1575,B1545,30,1,CARD,10968.41,False
PAY1576,B1581,13,2,UPI,8027.12,True
PAY1577,B1016,2,4,CARD,14076.51,False
PAY1578,B1495,14,4,CARD,5584.17,False
PAY1579,B1496,5,2,UPI,2901.65,False
PAY1580,B1504,24,3,NETBANKING,4316.96,False
PAY1581,B1531,4,2,UPI,8027.12,True
PAY1582,B1968,4,2,NETBANKING,14600.78,False
PAY1583,B1314,2,1,CARD,7529.51,False
PAY1584,B1068,1,4,NETBANKING,5274.94,False
PAY1585,B1726,28,1,UPI,7008.67,False
PAY1586,B1160,22,1,UPI,5267.38,False
PAY1587,B1613,6,3,NETBANKING,4590.83,False
PAY1588,B1887,4,2,UPI,9312.51,False
PAY1589,B1717,7,3,NETBANKING,1220.3,False
PAY1590,B1144,1,1,CARD,8027.12,True
PAY1591,B1568,17,4,NETBANKING,8027.12,True
PAY1592,B1594,13,1,NETBANKING,1448.88,False
PAY1593,B1992,7,2,NETBANKING,2164.83,False
PAY1594,B1384,3,1,NETBANKING,5107.55,False
PAY1595,B1268,22,1,CARD,13289.27,False
PAY1596,B1922,8,1,CARD,11708.41,False
PAY1597,B1453,11,2,CARD,1310.19,False
PAY1598,B1698,2,1,NETBANKING,8023.98,False
PAY1599,B1517,11,2,CARD,8027.12,True
PAY1600,B1864,5,4,UPI,10081.04,False
PAY1601,B1349,29,4,CARD,11101.75,False
PAY1602,B1109,14,4,NETBANKING,13080.08,False
PAY1603,B1482,6,3,UPI,7655.83,False
PAY1604,B1406,20,2,NETBANKING,14922.3,False
PAY1605,B1649,12,2,UPI,14719.81,False
PAY1606,B1050,8,1,NETBANKING,13350.33,False
PAY1607,B1402,25,4,NETBANKING,9048.17,False
PAY1608,B1562,2,2,UPI,6572.09,False
PAY1609,B1475,23,4,CARD,6101.41,False
PAY1610,B1086,2,3,UPI,1169.75,False
PAY1611,B1067,23,3,UPI,4488.44,False
PAY1612,B1595,10,2,UPI,11063.32,False
PAY1613,B1978,1,3,UPI,9450.85,False
PAY1614,B1041,24,4,UPI,13829.91,False
PAY1615,B1730,26,1,NETBANKING,8027.12,True
PAY1616,B1056,23,4,NETBANKING,3173.87,False
PAY1617,B1737,21,4,CARD,12049.41,False
PAY1618,B1195,20,2,CARD,6019.11,False
PAY1619,B1759,23,1,UPI,2656.83,False
PAY1620,B1677,5,4,CARD,14950.31,False
PAY1621,B1061,16,2,CARD,12021.5,False
PAY1622,B1262,28,3,UPI,6722.37,False
PAY1623,B1111,15,4,NETBANKING,8027.12,True
PAY1624,B1764,4,3,NETBANKING,10528.45,False
PAY1625,B1710,12,4,CARD,12059.65,False
PAY1626,B1177,2,3,NETBANKING,12412.89,False
PAY1627,B1947,19,1,NETBANKING,2186.2,False
PAY1628,B1025,12,3,CARD,9721.62,False
PAY1629,B1409,20,4,UPI,1095.0,False
PAY1630,B1757,30,1,CARD,1608.39,False
PAY1631,B1530,16,4,CARD,13655.72,False
PAY1632,B1776,6,4,CARD,8385.89,False
PAY1633,B1316,23,3,UPI,11302.63,False
PAY1634,B1531,4,2,UPI,12739.01,False
PAY1635,B1105,18,3,UPI,14294.21,False
PAY1636,B1748,2,4,UPI,13170.94,False
PAY1637,B1817,4,2,CARD,7766.36,False
PAY1638,B1463,7,3,NETBANKING,5703.58,False
PAY1639,B1245,28,2,CARD,3162.91,False
PAY1640,B1080,14,3,UPI,6604.5,False
PAY1641,B1661,21,4,NETBANKING,6130.91,False
PAY1642,B1908,12,3,CARD,8834.05,False
PAY1643,B1395,9,4,NETBANKING,10317.13,False
PAY1644,B1521,14,1,UPI,8027.12,True
PAY1645,B1832,8,3,NETBANKING,11197.41,False
PAY1646,B1735,11,3,NETBANKING,10012.48,False
PAY1647,B1925,15,4,UPI,5691.29,False
PAY1648,B1263,7,2,NETBANKING,1483.05,False
PAY1649,B1660,24,3,CARD,5033.75,False
PAY1650,B1789,13,2,NETBANKING,11758.27,False
PAY1651,B1273,8,1,CARD,3873.81,False
PAY1652,B1705,7,4,NETBANKING,10970.63,False
PAY1653,B1943,12,3,NETBANKING,9116.92,False
PAY1654,B1171,14,4,UPI,3406.0,False
PAY1655,B1264,2,3,UPI,4662.75,False
PAY1656,B1962,27,3,CARD,7948.25,False
PAY1657,B1821,23,2,UPI,8027.12,True
PAY1658,B1025,12,3,UPI,11899.89,False
PAY1659,B1468,21,1,UPI,11281.66,False
PAY1660,B1861,12,1,UPI,9044.04,False
PAY1661,B1475,23,4,UPI,12511.85,False
PAY1662,B1355,17,2,CARD,8877.37,False
PAY1663,B1025,12,3,CARD,14501.45,False
PAY1664,B1033,14,4,UPI,8027.12,True
PAY1665,B1263,7,2,UPI,10997.85,False
PAY1666,B1137,7,1,CARD,6179.22,False
PAY1667,B1815,16,4,NETBANKING,4905.53,False
PAY1668,B1694,21,3,CARD,3525.42,False
PAY1669,B1874,4,2,NETBANKING,8735.05,False
PAY1670,B1753,8,3,UPI,4016.57,False
PAY1671,B1565,6,1,UPI,3804.91,False
PAY1672,B1461,2,4,CARD,14867.45,False
PAY1673,B1167,2,3,UPI,12224.46,False
PAY1674,B1630,1,1,NETBANKING,11475.88,False
PAY1675,B1654,3,1,NETBANKING,12116.85,False
PAY1676,B1080,14,3,CARD,14564.92,False
PAY1677,B1756,4,3,NETBANKING,8027.12,True
PAY1678,B1913,20,1,CARD,4083.41,False
PAY1679,B1863,5,4,CARD,13070.93,False
PAY1680,B1869,7,4,NETBANKING,11398.23,False
PAY1681,B1406,20,2,NETBANKING,6800.32,False
PAY1682,B1573,12,1,NETBANKING,7629.97,False
PAY1683,B1045,16,3,NETBANKING,8027.12,True
PAY1684,B1598,16,4,NETBANKING,14019.19,False
PAY1685,B1610,12,2,NETBANKING,5809.44,False
PAY1686,B1806,24,1,NETBANKING,14488.78,False
PAY1687,B1910,2,4,UPI,13743.8,False
PAY1688,B1052,23,4,CARD,9827.3,False
PAY1689,B1983,4,4,CARD,9117.5,False
PAY1690,B1703,4,2,NETBANKING,6181.25,False
PAY1691,B1958,14,1,CARD,1256.74,False
PAY1692,B1475,23,4,NETBANKING,2786.72,False
PAY1693,B1591,24,1,UPI,11559.24,False
PAY1694,B1015,2,4,CARD,7601.56,False
PAY1695,B1359,24,1,CARD,3097.73,False
PAY1696,B1486,16,1,UPI,4695.45,False
PAY1697,B1837,13,3,UPI,14269.72,False
PAY1698,B1705,7,4,UPI,6139.86,False
PAY1699,B1501,28,3,CARD,13707.55,False
PAY1700,B1140,2,3,CARD,8027.12,True
PAY1701,B1619,3,4,UPI,8605.08,False
PAY1702,B1814,13,4,UPI,1286.68,False
PAY1703,B1776,6,4,UPI,8306.25,False
PAY1704,B1446,15,4,UPI,8027.12,True
PAY1705,B1289,4,3,UPI,8027.12,True
PAY1706,B1208,23,3,NETBANKING,9105.12,False
PAY1707,B1474,5,3,UPI,10060.35,False
PAY1708,B1412,13,2,NETBANKING,10616.41,False
PAY1709,B1676,2,1,CARD,11869.65,False
PAY1710,B1426,3,2,CARD,8027.12,True
PAY1711,B1853,6,4,NETBANKING,8948.88,False
PAY1712,B1370,11,3,UPI,14742.11,False
PAY1713,B1831,23,2,CARD,13574.02,False
PAY1714,B1663,18,1,UPI,14337.32,False
PAY1715,B1966,1,4,UPI,6405.91,False
PAY1716,B1289,4,3,NETBANKING,12016.99,False
PAY1717,B1431,30,4,CARD,9678.57,False
PAY1718,B1267,6,1,CARD,2158.29,False
PAY1719,B1150,4,4,NETBANKING,12535.73,False
PAY1720,B1718,6,4,UPI,10479.42,False
PAY1721,B1254,12,2,UPI,8027.12,True
PAY1722,B1352,12,4,CARD,2116.34,False
PAY1723,B1376,18,1,NETBANKING,12718.31,False
PAY1724,B1652,26,2,NETBANKING,2104.63,False
PAY1725,B1854,2,3,UPI,2278.95,False
PAY1726,B1357,23,2,UPI,6983.72,False
PAY1727,B1607,7,1,NETBANKING,2887.17,False
PAY1728,B1940,25,4,CARD,13791.37,False
PAY1729,B1369,20,2,UPI,7583.98,False
PAY1730,B1226,7,1,NETBANKING,8968.11,False
PAY1731,B1704,30,2,NETBANKING,13993.49,False
PAY1732,B1302,5,4,NETBANKING,8423.69,False
PAY1733,B1825,14,2,CARD,5950.28,False
PAY1734,B1388,14,2,UPI,12160.17,False
PAY1735,B1376,18,1,UPI,7199.9,False
PAY1736,B1972,2,4,UPI,5458.57,False
PAY1737,B1117,8,3,CARD,11125.21,False
PAY1738,B1004,13,4,UPI,12222.48,False
PAY1739,B1443,2,1,UPI,8027.12,True
PAY1740,B1351,2,1,UPI,14687.44,False
PAY1741,B1754,15,3,UPI,12013.34,False
PAY1742,B1532,24,4,CARD,8027.12,True
PAY1743,B1663,18,1,NETBANKING,13004.79,False
PAY1744,B1639,25,2,NETBANKING,1002.59,False
PAY1745,B1123,6,2,UPI,6074.04,False
PAY1746,B1657,18,1,UPI,11326.44,False
PAY1747,B1276,14,2,UPI,9396.07,False
PAY1748,B1821,23,2,CARD,8027.12,True
PAY1749,B1393,4,4,UPI,5252.26,False
PAY1750,B1663,18,1,CARD,5715.1,False
PAY1751,B1359,24,1,UPI,8949.59,False
PAY1752,B1622,16,3,UPI,12642.38,False
PAY1753,B1468,21,1,NETBANKING,14054.88,False
PAY1754,B1984,24,2,UPI,11501.29,False
PAY1755,B1627,3,4,CARD,12801.31,False
PAY1756,B1699,25,1,NETBANKING,8027.12,True
PAY1757,B1056,23,4,CARD,8027.12,True
PAY1758,B1250,26,2,NETBANKING,6497.92,False
PAY1759,B1895,4,1,CARD,9624.54,False
PAY1760,B1918,1,4,NETBANKING,2739.31,False
PAY1761,B1149,4,3,CARD,9112.92,False
PAY1762,B1451,30,1,CARD,10311.86,False
PAY1763,B1161,10,4,UPI,7144.72,False
PAY1764,B1119,23,3,NETBANKING,14344.34,False
PAY1765,B1581,13,2,NETBANKING,9514.99,False
PAY1766,B1923,13,4,UPI,8027.12,True
PAY1767,B1350,23,4,CARD,7709.03,False
PAY1768,B1098,28,2,CARD,10455.66,False
PAY1769,B1166,12,3,NETBANKING,5530.81,False
PAY1770,B1809,19,4,CARD,2114.98,False
PAY1771,B1662,23,2,NETBANKING,9168.1,False
PAY1772,B1837,13,3,NETBANKING,14270.18,False
PAY1773,B1975,17,4,CARD,7791.01,False
PAY1774,B1513,4,4,CARD,13685.53,False
PAY1775,B1663,18,1,CARD,12690.33,False
PAY1776,B1400,16,3,UPI,3063.78,False
PAY1777,B1364,4,1,NETBANKING,10914.38,False
PAY1778,B1576,3,3,CARD,8027.12,True
PAY1779,B1325,2,3,UPI,4503.45,False
PAY1780,B1580,12,3,CARD,10617.14,False
PAY1781,B1632,12,4,NETBANKING,11397.25,False
PAY1782,B1620,12,1,UPI,3518.55,False
PAY1783,B1827,15,1,NETBANKING,13802.23,False
PAY1784,B1246,22,2,CARD,11516.06,False
PAY1785,B1433,20,3,CARD,14067.26,False
PAY1786,B1092,6,4,CARD,5439.03,False
PAY1787,B1267,6,1,UPI,14150.69,False
PAY1788,B1614,28,1,UPI,6159.25,False
PAY1789,B1942,10,1,UPI,1755.58,False
PAY1790,B1962,27,3,UPI,11681.57,False
PAY1791,B1623,18,1,CARD,10849.11,False
PAY1792,B1320,14,2,CARD,9370.75,False
PAY1793,B1922,8,1,CARD,7858.51,False
PAY1794,B1815,16,4,UPI,1450.31,False
PAY1795,B1855,26,2,UPI,9744.36,False
PAY1796,B1061,16,2,CARD,6835.68,False
PAY1797,B1299,6,3,CARD,8842.93,False
PAY1798,B1402,25,4,UPI,7010.5,False
PAY1799,B1954,5,3,NETBANKING,14524.79,False
PAY1800,B1647,6,3,CARD,9457.52,False
PAY1801,B1566,12,3,CARD,11489.31,False
PAY1802,B1619,3,4,CARD,14108.86,False
PAY1803,B1302,5,4,UPI,9282.39,False
PAY1804,B1769,9,3,CARD,1168.88,False
PAY1805,B1252,12,4,CARD,1480.08,False
PAY1806,B1733,24,3,CARD,10832.74,False
PAY1807,B1477,12,3,CARD,4907.19,False
PAY1808,B1368,4,4,CARD,9111.32,False
PAY1809,B1678,4,2,NETBANKING,3831.88,False
PAY1810,B1940,25,4,NETBANKING,4783.48,False
PAY1811,B1159,4,4,CARD,8064.97,False
PAY1812,B1960,19,2,CARD,14657.97,False
PAY1813,B1165,2,1,CARD,9627.79,False
PAY1814,B1204,10,1,CARD,14106.07,False
PAY1815,B1266,15,4,UPI,14431.32,False
PAY1816,B1137,7,1,UPI,3913.54,False
PAY1817,B1367,5,4,UPI,8027.12,True
PAY1818,B1442,26,1,NETBANKING,11779.89,False
PAY1819,B1857,23,1,CARD,13134.7,False
PAY1820,B1759,23,1,UPI,8269.17,False
PAY1821,B1566,12,3,CARD,14905.16,False
PAY1822,B1915,4,1,CARD,1162.01,False
PAY1823,B1720,25,1,NETBANKING,5194.3,False
PAY1824,B1016,2,4,NETBANKING,9724.26,False
PAY1825,B1067,23,3,UPI,7570.06,False
PAY1826,B1132,14,4,UPI,2632.44,False
PAY1827,B1699,25,1,NETBANKING,6149.02,False
PAY1828,B1918,1,4,NETBANKING,1356.26,False
PAY1829,B1429,12,1,CARD,9998.44,False
PAY1830,B1307,5,4,CARD,13498.4,False
PAY1831,B1649,12,2,UPI,13388.24,False
PAY1832,B1173,8,1,UPI,8027.12,True
PAY1833,B1411,2,2,NETBANKING,7520.78,False
PAY1834,B1096,27,4,UPI,8168.44,False
PAY1835,B1682,12,4,CARD,2916.86,False
PAY1836,B1153,29,4,NETBANKING,5774.24,False
PAY1837,B1694,21,3,CARD,3628.19,False
PAY1838,B1241,28,4,NETBANKING,8027.12,True
PAY1839,B1303,29,1,NETBANKING,13806.55,False
PAY1840,B1284,8,3,CARD,8516.93,False
PAY1841,B1026,2,1,UPI,11188.7,False
PAY1842,B1401,19,4,UPI,2700.51,False
PAY1843,B1359,24,1,UPI,9519.49,False
PAY1844,B1059,23,4,UPI,10839.07,False
PAY1845,B1201,23,4,CARD,7338.75,False
PAY1846,B1761,6,1,NETBANKING,4405.82,False
PAY1847,B1873,4,2,CARD,13283.24,False
PAY1848,B1580,12,3,UPI,11400.72,False
PAY1849,B1969,6,2,UPI,13598.0,False
PAY1850,B1369,20,2,CARD,8027.12,True
PAY1851,B1532,24,4,NETBANKING,14865.24,False
PAY1852,B1151,2,3,CARD,8027.12,True
PAY1853,B1101,11,1,CARD,2214.47,False
PAY1854,B1898,29,1,CARD,5718.04,False
PAY1855,B1999,23,4,NETBANKING,2806.06,False
PAY1856,B1606,2,2,CARD,8323.82,False
PAY1857,B1445,16,2,CARD,9862.4,False
PAY1858,B1872,6,1,UPI,9096.04,False
PAY1859,B1228,23,3,CARD,4629.36,False
PAY1860,B1124,18,2,UPI,13723.54,False
PAY1861,B1769,9,3,UPI,1296.41,False
PAY1862,B1833,7,2,UPI,5872.19,False
PAY1863,B1998,23,2,NETBANKING,11065.89,False
PAY1864,B1880,12,4,UPI,11737.0,False
PAY1865,B1937,9,2,CARD,6825.66,False
PAY1866,B1235,22,2,CARD,1236.74,False
PAY1867,B1161,10,4,UPI,9652.61,False
PAY1868,B1553,2,3,UPI,1883.33,False
PAY1869,B1787,24,1,CARD,2509.98,False
PAY1870,B1352,12,4,UPI,10103.51,False
PAY1871,B1067,23,3,NETBANKING,5374.84,False
PAY1872,B1172,8,4,UPI,5872.42,False
PAY1873,B1842,12,2,NETBANKING,7815.3,False
PAY1874,B1636,17,3,NETBANKING,14700.1,False
PAY1875,B1681,21,3,NETBANKING,14516.19,False
PAY1876,B1558,11,1,UPI,6827.65,False
PAY1877,B1260,12,1,NETBANKING,4716.99,False
PAY1878,B1216,8,2,NETBANKING,5236.29,False
PAY1879,B1816,13,4,UPI,4762.94,False
PAY1880,B1123,6,2,NETBANKING,8451.44,False
PAY1881,B1804,7,1,UPI,9496.04,False
PAY1882,B1161,10,4,CARD,7842.91,False
PAY1883,B1200,4,4,NETBANKING,6711.92,False
PAY1884,B1453,11,2,UPI,3957.99,False
PAY1885,B1401,19,4,CARD,7755.08,False
PAY1886,B1461,2,4,NETBANKING,5775.44,False
PAY1887,B1274,22,4,NETBANKING,8582.34,False
PAY1888,B1205,7,4,UPI,10452.65,False
PAY1889,B1039,15,3,CARD,9866.37,False
PAY1890,B1272,26,1,UPI,8027.12,True
PAY1891,B1699,25,1,NETBANKING,8784.73,False
PAY1892,B1866,7,4,NETBANKING,4987.99,False
PAY1893,B1092,6,4,NETBANKING,1339.36,False
PAY1894,B1041,24,4,NETBANKING,9750.27,False
PAY1895,B1464,10,1,CARD,4535.96,False
PAY1896,B1378,13,4,CARD,10365.35,False
PAY1897,B1106,10,4,UPI,8027.12,True
PAY1898,B1327,4,3,UPI,13822.99,False
PAY1899,B1064,5,4,UPI,14413.72,False
PAY1900,B1364,4,1,NETBANKING,1147.36,False
PAY1901,B1820,21,2,UPI,14865.24,False
PAY1902,B1483,2,3,CARD,10562.26,False
PAY1903,B1646,23,4,UPI,10009.34,False
PAY1904,B1900,14,3,UPI,1212.98,False
PAY1905,B1023,6,2,CARD,13057.27,False
PAY1906,B1539,17,4,CARD,3036.88,False
PAY1907,B1061,16,2,NETBANKING,12722.62,False
PAY1908,B1490,2,1,CARD,1217.88,False
PAY1909,B1272,26,1,CARD,10043.5,False
PAY1910,B1228,23,3,UPI,7087.22,False
PAY1911,B1019,6,2,CARD,3810.73,False
PAY1912,B1002,1,3,NETBANKING,2505.86,False
PAY1913,B1420,23,3,UPI,7161.79,False
PAY1914,B1729,18,1,NETBANKING,2726.28,False
PAY1915,B1910,2,4,CARD,7810.25,False
PAY1916,B1306,9,3,NETBANKING,9753.04,False
PAY1917,B1431,30,4,NETBANKING,12583.38,False
PAY1918,B1135,11,2,CARD,10501.09,False
PAY1919,B1908,12,3,CARD,1912.8,False
PAY1920,B1943,12,3,UPI,5304.06,False
PAY1921,B1514,9,3,UPI,8027.12,True
PAY1922,B1192,12,1,UPI,8027.12,True
PAY1923,B1584,21,4,CARD,13148.95,False
PAY1924,B1414,28,3,NETBANKING,6182.07,False
PAY1925,B1872,6,1,NETBANKING,8027.12,True
PAY1926,B1117,8,3,UPI,13517.5,False
PAY1927,B1665,2,3,UPI,13434.66,False
PAY1928,B1208,23,3,CARD,12966.45,False
PAY1929,B1951,17,4,NETBANKING,12831.14,False
PAY1930,B1033,14,4,UPI,7723.56,False
PAY1931,B1648,17,2,CARD,3484.04,False
PAY1932,B1317,24,3,UPI,7684.83,False
PAY1933,B1119,23,3,CARD,7924.37,False
PAY1934,B1626,4,2,NETBANKING,7859.04,False
PAY1935,B1524,3,2,CARD,8542.82,False
PAY1936,B1580,12,3,UPI,4607.2,False
PAY1937,B1936,15,3,UPI,6127.38,False
PAY1938,B1844,6,2,NETBANKING,7078.61,False
PAY1939,B1768,26,1,NETBANKING,2835.7,False
PAY1940,B1088,26,3,UPI,7375.1,False
PAY1941,B1511,6,2,UPI,12346.57,False
PAY1942,B1046,14,4,UPI,12592.83,False
PAY1943,B1771,24,2,NETBANKING,6761.89,False
PAY1944,B1739,6,2,UPI,8263.32,False
PAY1945,B1958,14,1,NETBANKING,1471.1,False
PAY1946,B1691,8,3,UPI,10442.06,False
PAY1947,B1521,14,1,CARD,6664.48,False
PAY1948,B1283,6,1,CARD,7236.69,False
PAY1949,B1376,18,1,UPI,8027.12,True
PAY1950,B1637,20,2,CARD,7465.68,False
PAY1951,B1133,13,2,NETBANKING,1296.69,False
PAY1952,B1666,10,4,CARD,4184.87,False
PAY1953,B1247,6,3,CARD,7658.69,False
PAY1954,B1651,23,3,NETBANKING,6941.55,False
PAY1955,B1317,24,3,CARD,13045.18,False
PAY1956,B1435,12,3,CARD,8589.93,False
PAY1957,B1175,6,2,UPI,10654.9,False
PAY1958,B1834,14,4,NETBANKING,7570.53,False
PAY1959,B1685,12,3,NETBANKING,7155.18,False
PAY1960,B1992,7,2,UPI,7248.01,False
PAY1961,B1585,6,2,UPI,8027.12,True
PAY1962,B1350,23,4,CARD,8540.17,False
PAY1963,B1142,8,2,CARD,4506.21,False
PAY1964,B1966,1,4,CARD,13474.77,False
PAY1965,B1803,12,3,UPI,5663.2,False
PAY1966,B1397,7,4,NETBANKING,3065.33,False
PAY1967,B1623,18,1,CARD,2351.71,False
PAY1968,B1717,7,3,UPI,1187.92,False
PAY1969,B1642,11,1,NETBANKING,6919.99,False
PAY1970,B1368,4,4,UPI,3626.55,False
PAY1971,B1500,14,4,CARD,1303.07,False
PAY1972,B1621,27,2,UPI,8280.27,False
PAY1973,B1369,20,2,UPI,10519.7,False
PAY1974,B1578,17,1,UPI,2200.51,False
PAY1975,B1381,9,3,UPI,7452.89,False
PAY1976,B1085,18,4,NETBANKING,11410.8,False
PAY1977,B1786,10,2,CARD,14801.3,False
PAY1978,B1738,2,3,NETBANKING,10340.66,False
PAY1979,B1459,17,3,UPI,4427.75,False
PAY1980,B1949,15,2,UPI,11031.75,False
PAY1981,B1324,25,1,CARD,8027.12,True
PAY1982,B1521,14,1,CARD,3965.19,False
PAY1983,B1488,22,3,NETBANKING,12915.55,False
PAY1984,B1928,6,3,NETBANKING,6983.66,False
PAY1985,B1396,23,1,CARD,14467.69,False
PAY1986,B1895,4,1,NETBANKING,11120.61,False
PAY1987,B1354,4,3,UPI,10023.88,False
PAY1988,B1946,2,4,UPI,11196.94,False
PAY1989,B1287,14,3,CARD,7693.36,False
PAY1990,B1458,15,4,NETBANKING,8073.17,False
PAY1991,B1623,18,1,UPI,12916.9,False
PAY1992,B1997,23,2,CARD,8027.12,True
PAY1993,B1535,30,4,NETBANKING,13561.41,False
PAY1994,B1290,6,4,UPI,13471.57,False
PAY1995,B1850,13,2,NETBANKING,14670.86,False
PAY1996,B1837,13,3,NETBANKING,10803.01,False
PAY1997,B1167,2,3,NETBANKING,8032.22,False
PAY1998,B1949,15,2,CARD,3328.36,False
PAY1999,B1620,12,1,UPI,10875.33,False
