flight_id,airline_code,airline_name,route_name,departure_time,arrival_time,duration_minutes,route_mean_duration,ml_is_anomaly,ml_anomaly_score
SJ228,SJ,SpiceJet,BOM -> CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,169.51111111111112,0,0.1487
UK194,UK,Vistara,CCU -> BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.0,163.96969696969697,0,0.2878
6F126,6E,IndiGo,CCU -> MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,171.29166666666666,0,0.2289
SJ052,SJ,SpiceJet,MAA -> BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,172.8153846153846,0,0.1242
AI233,AI,Air India,BLR -> BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,147.73333333333332,0,0.2721
AI213,AI,Air India,HYD -> CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,167.15384615384616,0,0.2861
UK076,UK,Vistara,MAA -> CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,158.54166666666666,0,0.2239
SJ022,SJ,SpiceJet,DEL -> BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,170.0344827586207,0,0.2282
SJ002,SJ,SpiceJet,DEL -> BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,178.10714285714286,0,0.4205
AI163,AI,Air India,HYD -> MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,152.80701754385964,0,0.198
UK229,UK,Vistara,HYD -> DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,185.35714285714286,0,0.4138
UK185,UK,Vistara,DEL -> MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,178.7826086956522,0,0.3534
6F029,6E,IndiGo,BOM -> BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,176.52173913043478,0,0.2577
6F056,6E,IndiGo,BOM -> MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,183.40740740740742,0,0.3075
AI062,AI,Air India,MAA -> DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,155.96153846153845,0,0.4211
UK034,UK,Vistara,DEL -> BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,170.0344827586207,0,0.1841
UK079,UK,Vistara,DEL -> BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,170.0344827586207,0,0.182
AI135,AI,Air India,BLR -> BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,147.73333333333332,0,0.3934
SJ061,SJ,SpiceJet,MAA -> BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,172.8153846153846,0,0.3683
AI047,AI,Air India,CCU -> MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,171.29166666666666,0,0.4357
UK210,UK,Vistara,DEL -> CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,151.73076923076923,0,0.2634
AI088,AI,Air India,MAA -> DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,155.96153846153845,0,0.2032
UK177,UK,Vistara,DEL -> HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,174.75925925925927,0,0.2491
AI128,AI,Air India,BOM -> CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,169.51111111111112,0,0.193
AI158,AI,Air India,CCU -> DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,153.61111111111111,0,0.2085
UK206,UK,Vistara,MAA -> BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,172.8153846153846,0,0.2875
SJ138,SJ,SpiceJet,BLR -> BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,147.73333333333332,0,0.4432
AI034,AI,Air India,DEL -> BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,178.10714285714286,0,0.4203
AI012,AI,Air India,BOM -> CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,169.51111111111112,0,0.2123
6F083,6E,IndiGo,BLR -> DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,156.94736842105263,0,0.4103
SJ083,SJ,SpiceJet,MAA -> BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,172.8153846153846,0,0.3076
SJ186,SJ,SpiceJet,CCU -> DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,153.61111111111111,0,0.2069
UK001,UK,Vistara,CCU -> DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,153.61111111111111,0,0.1527
AI217,AI,Air India,CCU -> BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,167.35,0,0.264
6F178,6E,IndiGo,BOM -> CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,169.51111111111112,0,0.2864
UK015,UK,Vistara,BLR -> BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,147.73333333333332,0,0.3855
AI112,AI,Air India,DEL -> BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,170.0344827586207,0,0.2195
UK100,UK,Vistara,CCU -> BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,167.35,0,0.3182
6F133,6E,IndiGo,MAA -> BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,172.8153846153846,0,0.2059
AI227,AI,Air India,BLR -> MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,187.3125,0,0.5168
UK093,UK,Vistara,HYD -> CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,167.15384615384616,0,0.432
UK203,UK,Vistara,BLR -> HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,155.68421052631578,0,0.2723
UK154,UK,Vistara,MAA -> HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,160.0,0,0.2894
UK073,UK,Vistara,BLR -> CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,128.52380952380952,1,0.818
AI164,AI,Air India,DEL -> BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,170.0344827586207,0,0.1994
UK008,UK,Vistara,CCU -> BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,167.35,0,0.5529
UK051,UK,Vistara,HYD -> DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,185.35714285714286,0,0.5703
UK208,UK,Vistara,DEL -> CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,151.73076923076923,1,0.7664
AI150,AI,Air India,BOM -> DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,153.82051282051282,0,0.3017
AI189,AI,Air India,CCU -> DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,153.61111111111111,0,0.2008
6F230,6E,IndiGo,CCU -> BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,167.35,0,0.3043
6F169,6E,IndiGo,BOM -> DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,153.82051282051282,0,0.4244
AI205,AI,Air India,BLR -> BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,147.73333333333332,0,0.3914
AI103,AI,Air India,BLR -> BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,147.73333333333332,0,0.5295
6F250,6E,IndiGo,DEL -> BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,170.0344827586207,0,0.2469
AI246,AI,Air India,BOM -> BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,176.52173913043478,0,0.3621
6F187,6E,IndiGo,BOM -> MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,183.40740740740742,0,0.4235
AI082,AI,Air India,DEL -> CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,151.73076923076923,0,0.3258
UK116,UK,Vistara,CCU -> BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,163.96969696969697,0,0.3147
SJ169,SJ,SpiceJet,BOM -> MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,183.40740740740742,0,0.5399
AI175,AI,Air India,BOM -> HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,180.84615384615384,0,0.4207
SJ098,SJ,SpiceJet,HYD -> MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,152.80701754385964,0,0.4484
SJ191,SJ,SpiceJet,BLR -> BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,147.73333333333332,0,0.3807
SJ017,SJ,SpiceJet,DEL -> MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,178.7826086956522,0,0.343
UK188,UK,Vistara,MAA -> BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,172.8153846153846,0,0.5154
AI196,AI,Air India,MAA -> HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,160.0,0,0.2809
AI068,AI,Air India,BOM -> BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,176.52173913043478,0,0.3122
SJ097,SJ,SpiceJet,BOM -> CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,169.51111111111112,0,0.441
SJ030,SJ,SpiceJet,DEL -> HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,174.75925925925927,0,0.63
6F179,6E,IndiGo,HYD -> MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,152.80701754385964,0,0.3243
6F156,6E,IndiGo,MAA -> BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,176.76190476190476,0,0.3408
6F250,6E,IndiGo,CCU -> BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,167.35,0,0.6658
SJ057,SJ,SpiceJet,BOM -> CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,169.51111111111112,0,0.326
6F036,6E,IndiGo,CCU -> BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,167.35,0,0.4698
6F201,6E,IndiGo,CCU -> BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,163.96969696969697,0,0.4765
6F143,6E,IndiGo,CCU -> DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,153.61111111111111,0,0.273
6F177,6E,IndiGo,HYD -> MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,152.80701754385964,0,0.3888
6F031,6E,IndiGo,BOM -> BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,176.52173913043478,0,0.4302
UK165,UK,Vistara,DEL -> BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,170.0344827586207,0,0.3093
6F122,6E,IndiGo,DEL -> BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,170.0344827586207,0,0.3074
AI009,AI,Air India,DEL -> CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,151.73076923076923,0,0.4897
6F046,6E,IndiGo,DEL -> BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,170.0344827586207,0,0.3174
AI051,AI,Air India,MAA -> BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,172.8153846153846,0,0.49
UK222,UK,Vistara,BOM -> CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,169.51111111111112,0,0.2503
SJ127,SJ,SpiceJet,BOM -> DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,153.82051282051282,0,0.4202
AI226,AI,Air India,BLR -> HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,155.68421052631578,0,0.345
AI216,AI,Air India,BOM -> CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,169.51111111111112,0,0.2923
6F058,6E,IndiGo,BOM -> CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,169.51111111111112,0,0.336
SJ207,SJ,SpiceJet,DEL -> CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,151.73076923076923,0,0.4582
SJ198,SJ,SpiceJet,CCU -> BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,163.96969696969697,0,0.5993
SJ108,SJ,SpiceJet,BLR -> HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,155.68421052631578,0,0.5479
SJ155,SJ,SpiceJet,DEL -> CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,151.73076923076923,1,0.8921
6F193,6E,IndiGo,BOM -> MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,183.40740740740742,0,0.5653
6F019,6E,IndiGo,BLR -> BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,147.73333333333332,0,0.558
AI102,AI,Air India,CCU -> BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,167.35,0,0.6209
6F166,6E,IndiGo,BOM -> CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,169.51111111111112,0,0.47
UK175,UK,Vistara,BLR -> BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,147.73333333333332,0,0.436
6F010,6E,IndiGo,DEL -> BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,170.0344827586207,0,0.2202
AI234,AI,Air India,BOM -> MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,183.40740740740742,0,0.4149
UK135,UK,Vistara,HYD -> DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,185.35714285714286,0,0.5017
6F272,6E,IndiGo,HYD -> MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,152.80701754385964,0,0.4452
AI061,AI,Air India,BOM -> CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,169.51111111111112,0,0.2509
6F070,6E,IndiGo,HYD -> DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,185.35714285714286,0,0.5895
AI015,AI,Air India,BLR -> CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,128.52380952380952,1,0.8783
SJ076,SJ,SpiceJet,DEL -> MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,178.7826086956522,0,0.457
SJ029,SJ,SpiceJet,HYD -> DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,185.35714285714286,0,0.5163
SJ194,SJ,SpiceJet,CCU -> DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,153.61111111111111,0,0.2139
AI235,AI,Air India,BLR -> HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,155.68421052631578,0,0.1974
SJ048,SJ,SpiceJet,MAA -> BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,172.8153846153846,0,0.1611
SJ114,SJ,SpiceJet,HYD -> DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,185.35714285714286,0,0.4846
SJ146,SJ,SpiceJet,HYD -> BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,162.76923076923077,0,0.2053
UK041,UK,Vistara,HYD -> MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,152.80701754385964,0,0.2531
6F075,6E,IndiGo,BOM -> CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,169.51111111111112,0,0.3826
SJ020,SJ,SpiceJet,BLR -> BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,147.73333333333332,0,0.4846
SJ099,SJ,SpiceJet,MAA -> BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,172.8153846153846,0,0.1784
6F078,6E,IndiGo,BOM -> CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,169.51111111111112,0,0.1481
UK219,UK,Vistara,BOM -> HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,180.84615384615384,0,0.3383
UK223,UK,Vistara,CCU -> DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,153.61111111111111,0,0.4815
UK227,UK,Vistara,BOM -> HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,180.84615384615384,0,0.2478
6F260,6E,IndiGo,CCU -> DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,153.61111111111111,0,0.1396
AI096,AI,Air India,CCU -> DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,153.61111111111111,0,0.6879
6F022,6E,IndiGo,MAA -> BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,172.8153846153846,0,0.2619
6F237,6E,IndiGo,HYD -> MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,152.80701754385964,0,0.2043
UK146,UK,Vistara,BOM -> MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,183.40740740740742,0,0.2981
SJ015,SJ,SpiceJet,BOM -> CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,169.51111111111112,0,0.3096
AI108,AI,Air India,BLR -> CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,128.52380952380952,0,0.6573
UK020,UK,Vistara,MAA -> BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,172.8153846153846,0,0.3301
6F113,6E,IndiGo,BOM -> CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,169.51111111111112,0,0.2591
6F112,6E,IndiGo,HYD -> DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,185.35714285714286,0,0.3497
6F246,6E,IndiGo,HYD -> DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,185.35714285714286,0,0.3497
UK158,UK,Vistara,BOM -> MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,183.40740740740742,1,0.8176
UK159,UK,Vistara,CCU -> BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,167.35,0,0.3586
UK084,UK,Vistara,MAA -> DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,155.96153846153845,0,0.1627
SJ206,SJ,SpiceJet,DEL -> CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,151.73076923076923,0,0.4381
UK044,UK,Vistara,BLR -> BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,147.73333333333332,0,0.3125
SJ036,SJ,SpiceJet,DEL -> HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,174.75925925925927,0,0.1354
6F176,6E,IndiGo,CCU -> DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,153.61111111111111,0,0.1453
6F148,6E,IndiGo,CCU -> BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,163.96969696969697,0,0.1254
6F202,6E,IndiGo,HYD -> BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,162.76923076923077,0,0.1491
6F071,6E,IndiGo,DEL -> CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,151.73076923076923,0,0.3167
AI105,AI,Air India,CCU -> DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,153.61111111111111,0,0.1151
AI241,AI,Air India,HYD -> BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,162.76923076923077,0,0.1361
SJ162,SJ,SpiceJet,DEL -> HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,174.75925925925927,0,0.136
6F003,6E,IndiGo,HYD -> BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,155.4814814814815,0,0.1309
6F249,6E,IndiGo,HYD -> BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,155.4814814814815,0,0.1309
AI237,AI,Air India,BOM -> CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,169.51111111111112,0,0.1336
SJ134,SJ,SpiceJet,BOM -> CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,169.51111111111112,0,0.1538
AI071,AI,Air India,BOM -> MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,183.40740740740742,0,0.4695
6F118,6E,IndiGo,CCU -> HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,152.23809523809524,0,0.1962
6F014,6E,IndiGo,DEL -> MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,178.7826086956522,0,0.2105
6F065,6E,IndiGo,MAA -> BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,172.8153846153846,0,0.1907
6F271,6E,IndiGo,HYD -> MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,152.80701754385964,0,0.1204
SJ070,SJ,SpiceJet,MAA -> CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,158.54166666666666,0,0.0894
6F007,6E,IndiGo,HYD -> MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,152.80701754385964,0,0.1923
UK007,UK,Vistara,DEL -> HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,174.75925925925927,0,0.1077
SJ192,SJ,SpiceJet,HYD -> BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,300.0,155.4814814814815,0,0.6744
AI097,AI,Air India,HYD -> MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,152.80701754385964,0,0.5518
6F256,6E,IndiGo,BOM -> CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,169.51111111111112,0,0.5739
UK047,UK,Vistara,BLR -> HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,155.68421052631578,0,0.1359
AI024,AI,Air India,MAA -> BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,176.76190476190476,0,0.3415
UK113,UK,Vistara,CCU -> DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,153.61111111111111,0,0.218
SJ163,SJ,SpiceJet,DEL -> HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,174.75925925925927,0,0.2518
SJ208,SJ,SpiceJet,DEL -> HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,174.75925925925927,0,0.385
SJ221,SJ,SpiceJet,MAA -> HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,160.0,0,0.4338
SJ084,SJ,SpiceJet,HYD -> MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,152.80701754385964,0,0.1923
6F127,6E,IndiGo,HYD -> BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,155.4814814814815,0,0.103
AI122,AI,Air India,BOM -> CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,169.51111111111112,0,0.0727
AI139,AI,Air India,HYD -> MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,152.80701754385964,0,0.1767
UK149,UK,Vistara,MAA -> DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,155.96153846153845,0,0.4506
AI149,AI,Air India,BOM -> HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,180.84615384615384,0,0.3179
SJ243,SJ,SpiceJet,BLR -> DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,156.94736842105263,0,0.4048
AI053,AI,Air India,CCU -> DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,153.61111111111111,0,0.1846
UK061,UK,Vistara,BLR -> BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,147.73333333333332,0,0.1671
SJ004,SJ,SpiceJet,MAA -> DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,155.96153846153845,0,0.1122
AI173,AI,Air India,HYD -> DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,185.35714285714286,0,0.4928
6F085,6E,IndiGo,HYD -> MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.0,152.80701754385964,0,0.0813
AI252,AI,Air India,HYD -> DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,185.35714285714286,0,0.3534
SJ109,SJ,SpiceJet,BOM -> DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,153.82051282051282,0,0.0835
UK123,UK,Vistara,BOM -> DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,153.82051282051282,0,0.1193
6F125,6E,IndiGo,BOM -> CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,169.51111111111112,0,0.0685
UK183,UK,Vistara,BLR -> CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,128.52380952380952,0,0.7085
AI110,AI,Air India,BOM -> CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,169.51111111111112,0,0.4046
UK105,UK,Vistara,CCU -> HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,152.23809523809524,0,0.1475
6F128,6E,IndiGo,HYD -> DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,185.35714285714286,0,0.5016
6F224,6E,IndiGo,DEL -> MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,178.7826086956522,0,0.0974
SJ130,SJ,SpiceJet,BOM -> DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,153.82051282051282,0,0.0927
AI224,AI,Air India,DEL -> HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,174.75925925925927,0,0.2643
SJ182,SJ,SpiceJet,CCU -> BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,163.96969696969697,0,0.3393
UK164,UK,Vistara,BOM -> HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,180.84615384615384,0,0.1883
AI161,AI,Air India,CCU -> BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,163.96969696969697,0,0.1476
6F206,6E,IndiGo,DEL -> BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,178.10714285714286,0,0.1596
SJ204,SJ,SpiceJet,CCU -> DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,153.61111111111111,0,0.0528
AI206,AI,Air India,CCU -> MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,171.29166666666666,0,0.0685
6F140,6E,IndiGo,CCU -> HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,152.23809523809524,0,0.0374
6F253,6E,IndiGo,MAA -> BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,172.8153846153846,0,0.0293
SJ203,SJ,SpiceJet,DEL -> HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0,174.75925925925927,0,0.0637
SJ161,SJ,SpiceJet,MAA -> BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,172.8153846153846,0,0.4832
