flight_instance_id,flight_id,airline_key,route_key,departure_date_key,departure_time,arrival_time,departure_hour,duration_minutes,route_mean_duration,route_std_duration,is_overnight,duration_anomaly_flag,is_duration_outlier
192,6F092,2,23,20260420,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,8,36.0,172.8153846153846,79.97223977490806,False,False,False
193,AI208,1,6,20260420,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,8,194.0,147.73333333333332,73.89407596875976,False,False,False
194,SJ227,3,2,20260420,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,8,261.0,169.51111111111112,72.0207904509422,False,False,False
195,6F238,2,8,20260420,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,8,48.0,153.82051282051282,75.2759386296325,False,False,False
196,AI084,1,5,20260420,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,8,75.0,180.84615384615384,76.7315800998219,False,False,False
197,SJ228,3,2,20260420,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,8,227.0,169.51111111111112,72.0207904509422,False,False,False
198,UK194,4,28,20260420,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,8,60.0,163.96969696969697,81.22018100835717,False,False,False
199,6F126,2,1,20260420,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,8,78.0,171.29166666666666,79.96112053430373,False,False,False
200,SJ052,3,23,20260420,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,8,97.0,172.8153846153846,79.97223977490806,False,False,False
201,AI233,1,6,20260420,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,8,108.0,147.73333333333332,73.89407596875976,False,False,False
202,AI213,1,15,20260420,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,8,71.0,167.15384615384616,88.09934951300937,False,False,False
203,UK076,4,21,20260420,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,8,263.0,158.54166666666666,85.71742208720094,False,False,False
204,SJ022,3,7,20260420,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,7,191.0,170.0344827586207,73.42658274894177,False,False,False
205,SJ002,3,10,20260420,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,7,286.0,178.10714285714286,82.9878792067739,False,False,False
206,AI163,1,14,20260420,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,7,61.0,152.80701754385964,78.4174813319461,False,False,False
207,UK229,4,13,20260420,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,7,257.0,185.35714285714286,78.63649665563553,False,False,False
208,UK185,4,9,20260420,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,7,77.0,178.7826086956522,69.77232879596788,False,False,False
209,6F029,2,26,20260420,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,7,254.0,176.52173913043478,70.9781461662784,False,False,False
210,6F056,2,16,20260420,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,7,109.0,183.40740740740742,80.06452170173525,False,False,False
211,AI062,1,11,20260420,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,6,36.0,155.96153846153845,81.71192361912954,False,False,False
212,UK034,4,7,20260420,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,6,204.0,170.0344827586207,73.42658274894177,False,False,False
213,UK079,4,7,20260420,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,6,231.0,170.0344827586207,73.42658274894177,False,False,False
214,AI135,1,6,20260420,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,6,161.0,147.73333333333332,73.89407596875976,False,False,False
215,SJ061,3,23,20260420,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,6,177.0,172.8153846153846,79.97223977490806,False,False,False
216,AI047,1,1,20260420,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,6,47.0,171.29166666666666,79.96112053430373,False,False,False
217,UK210,4,18,20260420,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,6,55.0,151.73076923076923,87.06437052769988,False,False,False
218,AI088,1,11,20260420,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,6,216.0,155.96153846153845,81.71192361912954,False,False,False
219,UK177,4,4,20260420,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,6,269.0,174.75925925925927,75.97192509877934,False,False,False
220,AI128,1,2,20260420,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,6,236.0,169.51111111111112,72.0207904509422,False,False,False
221,AI158,1,12,20260420,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,6,177.0,153.61111111111111,76.959941208792,False,False,False
222,UK206,4,23,20260420,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,6,273.0,172.8153846153846,79.97223977490806,False,False,False
223,SJ138,3,6,20260420,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,5,48.0,147.73333333333332,73.89407596875976,False,False,False
224,AI034,1,10,20260420,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,5,283.0,178.10714285714286,82.9878792067739,False,False,False
225,AI012,1,2,20260420,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,5,243.0,169.51111111111112,72.0207904509422,False,False,False
226,6F083,2,30,20260420,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,5,39.0,156.94736842105263,85.1668125792687,False,False,False
227,SJ083,3,23,20260420,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,5,184.0,172.8153846153846,79.97223977490806,False,False,False
228,SJ186,3,12,20260420,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,5,131.0,153.61111111111111,76.959941208792,False,False,False
229,UK001,4,12,20260420,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,5,85.0,153.61111111111111,76.959941208792,False,False,False
230,AI217,1,22,20260420,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,4,137.0,167.35,77.8062877989474,False,False,False
231,6F178,2,2,20260420,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,4,263.0,169.51111111111112,72.0207904509422,False,False,False
232,UK015,4,6,20260420,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,4,107.0,147.73333333333332,73.89407596875976,False,False,False
233,AI112,1,7,20260420,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,4,223.0,170.0344827586207,73.42658274894177,False,False,False
234,UK100,4,22,20260420,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,4,152.0,167.35,77.8062877989474,False,False,False
235,6F133,2,23,20260420,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,4,107.0,172.8153846153846,79.97223977490806,False,False,False
236,AI227,1,27,20260420,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,4,226.0,187.3125,68.64470724923615,False,False,False
237,UK093,4,15,20260420,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,4,50.0,167.15384615384616,88.09934951300937,False,False,False
238,UK203,4,29,20260420,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,4,72.0,155.68421052631578,56.33141281891869,False,False,False
239,UK154,4,19,20260420,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,4,237.0,160.0,82.9511904676479,False,False,False
240,UK073,4,25,20260420,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,3,250.0,128.52380952380952,75.23338291451412,False,False,False
241,AI164,1,7,20260420,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,3,108.0,170.0344827586207,73.42658274894177,False,False,False
242,UK008,4,22,20260420,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,3,37.0,167.35,77.8062877989474,False,False,False
243,UK051,4,13,20260420,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,3,180.0,185.35714285714286,78.63649665563553,False,False,False
244,UK208,4,18,20260420,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,3,297.0,151.73076923076923,87.06437052769988,False,False,False
245,AI150,1,8,20260420,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,3,47.0,153.82051282051282,75.2759386296325,False,False,False
246,AI189,1,12,20260420,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,3,108.0,153.61111111111111,76.959941208792,False,False,False
247,6F230,2,22,20260420,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,3,193.0,167.35,77.8062877989474,False,False,False
248,6F169,2,8,20260420,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,3,279.0,153.82051282051282,75.2759386296325,False,False,False
249,AI205,1,6,20260420,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,3,108.0,147.73333333333332,73.89407596875976,False,False,False
250,AI103,1,6,20260420,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,3,38.0,147.73333333333332,73.89407596875976,False,False,False
251,6F250,2,7,20260420,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,3,244.0,170.0344827586207,73.42658274894177,False,False,False
252,AI246,1,26,20260420,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,3,199.0,176.52173913043478,70.9781461662784,False,False,False
253,6F187,2,16,20260420,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,3,258.0,183.40740740740742,80.06452170173525,False,False,False
254,AI082,1,18,20260420,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,3,162.0,151.73076923076923,87.06437052769988,False,False,False
255,UK116,4,28,20260420,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,3,228.0,163.96969696969697,81.22018100835717,False,False,False
256,SJ169,3,16,20260420,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,3,286.0,183.40740740740742,80.06452170173525,False,False,False
257,AI175,1,5,20260420,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,3,227.0,180.84615384615384,76.7315800998219,False,False,False
258,SJ098,3,14,20260420,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,3,35.0,152.80701754385964,78.4174813319461,False,False,False
259,SJ191,3,6,20260420,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,3,82.0,147.73333333333332,73.89407596875976,False,False,False
260,SJ017,3,9,20260420,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,2,123.0,178.7826086956522,69.77232879596788,False,False,False
261,UK188,4,23,20260420,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,2,49.0,172.8153846153846,79.97223977490806,False,False,False
262,AI196,1,19,20260420,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,2,93.0,160.0,82.9511904676479,False,False,False
263,AI068,1,26,20260420,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,2,120.0,176.52173913043478,70.9781461662784,False,False,False
264,SJ097,3,2,20260420,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,2,170.0,169.51111111111112,72.0207904509422,False,False,False
265,SJ030,3,4,20260420,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,2,43.0,174.75925925925927,75.97192509877934,False,False,False
266,6F179,2,14,20260420,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,2,255.0,152.80701754385964,78.4174813319461,False,False,False
267,6F156,2,3,20260420,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,2,154.0,176.76190476190476,75.05258474023714,False,False,False
268,6F250,2,22,20260420,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,2,33.0,167.35,77.8062877989474,False,False,False
269,SJ057,3,2,20260420,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,2,192.0,169.51111111111112,72.0207904509422,False,False,False
270,6F036,2,22,20260420,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,2,283.0,167.35,77.8062877989474,False,False,False
271,6F201,2,28,20260420,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,2,280.0,163.96969696969697,81.22018100835717,False,False,False
272,6F143,2,12,20260420,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,2,239.0,153.61111111111111,76.959941208792,False,False,False
273,6F177,2,14,20260420,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,2,142.0,152.80701754385964,78.4174813319461,False,False,False
274,6F031,2,26,20260420,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,2,277.0,176.52173913043478,70.9781461662784,False,False,False
275,UK165,4,7,20260420,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,1,253.0,170.0344827586207,73.42658274894177,False,False,False
276,6F122,2,7,20260420,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,1,224.0,170.0344827586207,73.42658274894177,False,False,False
277,AI009,1,18,20260420,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,1,154.0,151.73076923076923,87.06437052769988,False,False,False
278,6F046,2,7,20260420,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,1,221.0,170.0344827586207,73.42658274894177,False,False,False
279,AI051,1,23,20260420,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,1,55.0,172.8153846153846,79.97223977490806,False,False,False
280,UK222,4,2,20260420,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,1,95.0,169.51111111111112,72.0207904509422,False,False,False
281,SJ127,3,8,20260420,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,1,157.0,153.82051282051282,75.2759386296325,False,False,False
282,AI226,1,29,20260420,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,1,169.0,155.68421052631578,56.33141281891869,False,False,False
283,AI216,1,2,20260420,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,1,84.0,169.51111111111112,72.0207904509422,False,False,False
284,6F058,2,2,20260420,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,1,149.0,169.51111111111112,72.0207904509422,False,False,False
285,SJ207,3,18,20260420,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,0,193.0,151.73076923076923,87.06437052769988,False,False,False
286,SJ198,3,28,20260420,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,0,281.0,163.96969696969697,81.22018100835717,False,False,False
287,SJ108,3,29,20260420,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,0,156.0,155.68421052631578,56.33141281891869,False,False,False
288,SJ155,3,18,20260420,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,0,300.0,151.73076923076923,87.06437052769988,False,False,False
289,6F193,2,16,20260420,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,0,118.0,183.40740740740742,80.06452170173525,False,False,False
290,6F019,2,6,20260420,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,0,235.0,147.73333333333332,73.89407596875976,False,False,False
291,AI102,1,22,20260420,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,0,291.0,167.35,77.8062877989474,False,False,False
292,6F166,2,2,20260420,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,0,270.0,169.51111111111112,72.0207904509422,False,False,False
293,UK175,4,6,20260419,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,23,202.0,147.73333333333332,73.89407596875976,False,False,False
294,6F010,2,7,20260419,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,23,231.0,170.0344827586207,73.42658274894177,False,False,False
295,AI234,1,16,20260419,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,23,104.0,183.40740740740742,80.06452170173525,False,False,False
296,UK135,4,13,20260419,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,23,113.0,185.35714285714286,78.63649665563553,False,False,False
297,6F272,2,14,20260419,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,23,47.0,152.80701754385964,78.4174813319461,False,False,False
298,AI061,1,2,20260419,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,23,91.0,169.51111111111112,72.0207904509422,False,False,False
299,6F070,2,13,20260419,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,23,181.0,185.35714285714286,78.63649665563553,False,False,False
300,AI015,1,25,20260419,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,23,114.0,128.52380952380952,75.23338291451412,False,False,False
301,SJ076,3,9,20260419,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,23,181.0,178.7826086956522,69.77232879596788,False,False,False
302,SJ029,3,13,20260419,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,22,87.0,185.35714285714286,78.63649665563553,False,False,False
303,SJ194,3,12,20260419,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,22,225.0,153.61111111111111,76.959941208792,False,False,False
304,AI235,1,29,20260419,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,22,207.0,155.68421052631578,56.33141281891869,False,False,False
305,SJ048,3,23,20260419,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,22,96.0,172.8153846153846,79.97223977490806,False,False,False
306,SJ114,3,13,20260419,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,22,200.0,185.35714285714286,78.63649665563553,False,False,False
307,SJ146,3,24,20260419,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,22,116.0,162.76923076923077,80.76202458695928,False,False,False
308,UK041,4,14,20260419,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,22,67.0,152.80701754385964,78.4174813319461,False,False,False
309,6F075,2,2,20260419,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,22,282.0,169.51111111111112,72.0207904509422,False,False,False
310,SJ020,3,6,20260419,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,22,249.0,147.73333333333332,73.89407596875976,False,False,False
311,SJ099,3,23,20260419,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,22,140.0,172.8153846153846,79.97223977490806,False,False,False
312,6F078,2,2,20260419,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,22,93.0,169.51111111111112,72.0207904509422,False,False,False
313,UK219,4,5,20260419,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,22,258.0,180.84615384615384,76.7315800998219,False,False,False
314,UK223,4,12,20260419,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,21,32.0,153.61111111111111,76.959941208792,False,False,False
315,UK227,4,5,20260419,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,21,230.0,180.84615384615384,76.7315800998219,False,False,False
316,6F260,2,12,20260419,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,21,203.0,153.61111111111111,76.959941208792,False,False,False
317,AI096,1,12,20260419,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,21,298.0,153.61111111111111,76.959941208792,False,False,False
318,6F022,2,23,20260419,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,21,259.0,172.8153846153846,79.97223977490806,False,False,False
319,6F237,2,14,20260419,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,21,183.0,152.80701754385964,78.4174813319461,False,False,False
320,UK146,4,16,20260419,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,21,148.0,183.40740740740742,80.06452170173525,False,False,False
321,SJ015,3,2,20260419,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,21,72.0,169.51111111111112,72.0207904509422,False,False,False
322,AI108,1,25,20260419,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,21,165.0,128.52380952380952,75.23338291451412,False,False,False
323,UK020,4,23,20260419,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,21,75.0,172.8153846153846,79.97223977490806,False,False,False
324,6F113,2,2,20260419,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,21,266.0,169.51111111111112,72.0207904509422,False,False,False
325,6F112,2,13,20260419,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,21,136.0,185.35714285714286,78.63649665563553,False,False,False
326,6F246,2,13,20260419,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,21,136.0,185.35714285714286,78.63649665563553,False,False,False
327,UK158,4,16,20260419,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,20,33.0,183.40740740740742,80.06452170173525,False,False,False
328,UK159,4,22,20260419,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,20,167.0,167.35,77.8062877989474,False,False,False
329,UK084,4,11,20260419,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,20,216.0,155.96153846153845,81.71192361912954,False,False,False
330,SJ206,3,18,20260419,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,20,278.0,151.73076923076923,87.06437052769988,False,False,False
331,UK044,4,6,20260419,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,20,178.0,147.73333333333332,73.89407596875976,False,False,False
332,SJ036,3,4,20260419,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,20,210.0,174.75925925925927,75.97192509877934,False,False,False
333,6F176,2,12,20260419,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,20,180.0,153.61111111111111,76.959941208792,False,False,False
334,6F148,2,28,20260419,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,20,127.0,163.96969696969697,81.22018100835717,False,False,False
335,6F202,2,24,20260419,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,20,210.0,162.76923076923077,80.76202458695928,False,False,False
336,6F071,2,18,20260419,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,20,253.0,151.73076923076923,87.06437052769988,False,False,False
337,AI105,1,12,20260419,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,20,107.0,153.61111111111111,76.959941208792,False,False,False
338,AI241,1,24,20260419,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,20,127.0,162.76923076923077,80.76202458695928,False,False,False
339,SJ162,3,4,20260419,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,20,139.0,174.75925925925927,75.97192509877934,False,False,False
340,6F003,2,17,20260419,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,20,187.0,155.4814814814815,86.09939264074637,False,False,False
341,6F249,2,17,20260419,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,20,187.0,155.4814814814815,86.09939264074637,False,False,False
342,AI237,1,2,20260419,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,19,195.0,169.51111111111112,72.0207904509422,False,False,False
343,SJ134,3,2,20260419,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,19,257.0,169.51111111111112,72.0207904509422,False,False,False
344,AI071,1,16,20260419,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,19,183.0,183.40740740740742,80.06452170173525,False,False,False
345,6F118,2,20,20260419,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,19,69.0,152.23809523809524,70.13480217545691,False,False,False
346,6F014,2,9,20260419,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,19,213.0,178.7826086956522,69.77232879596788,False,False,False
347,6F065,2,23,20260419,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,19,163.0,172.8153846153846,79.97223977490806,False,False,False
348,6F271,2,14,20260419,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,19,199.0,152.80701754385964,78.4174813319461,False,False,False
349,SJ070,3,21,20260419,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,18,113.0,158.54166666666666,85.71742208720094,False,False,False
350,6F007,2,14,20260419,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,18,59.0,152.80701754385964,78.4174813319461,False,False,False
351,UK007,4,4,20260419,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,18,134.0,174.75925925925927,75.97192509877934,False,False,False
352,SJ192,3,17,20260419,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,18,300.0,155.4814814814815,86.09939264074637,True,False,False
353,AI097,1,14,20260419,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,18,292.0,152.80701754385964,78.4174813319461,False,False,False
354,6F256,2,2,20260419,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,18,33.0,169.51111111111112,72.0207904509422,False,False,False
355,UK047,4,29,20260419,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,18,245.0,155.68421052631578,56.33141281891869,False,False,False
356,AI024,1,3,20260419,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,18,67.0,176.76190476190476,75.05258474023714,False,False,False
357,UK113,4,12,20260419,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,18,264.0,153.61111111111111,76.959941208792,False,False,False
358,SJ163,3,4,20260419,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,18,276.0,174.75925925925927,75.97192509877934,False,False,False
359,SJ208,3,4,20260419,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,18,61.0,174.75925925925927,75.97192509877934,False,False,False
360,SJ221,3,19,20260419,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,18,286.0,160.0,82.9511904676479,False,False,False
361,SJ084,3,14,20260419,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,18,59.0,152.80701754385964,78.4174813319461,False,False,False
362,6F127,2,17,20260419,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,18,241.0,155.4814814814815,86.09939264074637,False,False,False
363,AI122,1,2,20260419,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,18,251.0,169.51111111111112,72.0207904509422,False,False,False
364,AI139,1,14,20260419,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,18,61.0,152.80701754385964,78.4174813319461,False,False,False
365,UK149,4,11,20260419,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,18,286.0,155.96153846153845,81.71192361912954,False,False,False
366,AI149,1,5,20260419,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,18,197.0,180.84615384615384,76.7315800998219,False,False,False
367,SJ243,3,30,20260419,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,18,286.0,156.94736842105263,85.1668125792687,False,False,False
368,AI053,1,12,20260419,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,18,255.0,153.61111111111111,76.959941208792,False,False,False
369,UK061,4,6,20260419,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,17,110.0,147.73333333333332,73.89407596875976,False,False,False
370,SJ004,3,11,20260419,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,17,189.0,155.96153846153845,81.71192361912954,False,False,False
371,AI173,1,13,20260419,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,17,291.0,185.35714285714286,78.63649665563553,False,False,False
372,6F085,2,14,20260419,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,17,120.0,152.80701754385964,78.4174813319461,False,False,False
373,AI252,1,13,20260419,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,17,264.0,185.35714285714286,78.63649665563553,False,False,False
374,SJ109,3,8,20260419,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,17,184.0,153.82051282051282,75.2759386296325,False,False,False
375,UK123,4,8,20260419,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,17,174.0,153.82051282051282,75.2759386296325,False,False,False
376,6F125,2,2,20260419,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,17,244.0,169.51111111111112,72.0207904509422,False,False,False
377,UK183,4,25,20260419,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,17,83.0,128.52380952380952,75.23338291451412,False,False,False
378,AI110,1,2,20260419,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,17,293.0,169.51111111111112,72.0207904509422,False,False,False
379,UK105,4,20,20260419,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,17,67.0,152.23809523809524,70.13480217545691,False,False,False
380,6F128,2,13,20260419,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,16,67.0,185.35714285714286,78.63649665563553,False,False,False
381,6F224,2,9,20260419,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,16,119.0,178.7826086956522,69.77232879596788,False,False,False
382,SJ130,3,8,20260419,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,16,240.0,153.82051282051282,75.2759386296325,False,False,False
383,AI224,1,4,20260419,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,16,285.0,174.75925925925927,75.97192509877934,False,False,False
384,SJ182,3,28,20260419,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,16,48.0,163.96969696969697,81.22018100835717,False,False,False
